,No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
45947,45948,2015,3,30,11,1,167.0,188.0,168.0,162.0,6.0,45.0,1010.0,18.0,SE,31.75,0.0,0.0
45948,45949,2015,3,30,12,1,173.0,197.0,181.0,168.0,7.0,42.0,1009.0,20.0,SE,34.88,0.0,0.0
45949,45950,2015,3,30,13,1,185.0,196.0,193.0,183.0,8.0,45.0,1008.0,20.0,SE,38.9,0.0,0.0
45950,45951,2015,3,30,14,1,NA,181.0,181.0,168.0,9.0,46.0,1007.0,21.0,cv,1.79,0.0,0.0
45951,45952,2015,3,30,15,1,NA,172.0,158.0,161.0,9.0,43.0,1007.0,22.0,SE,1.79,0.0,0.0
45952,45953,2015,3,30,16,1,137.0,162.0,163.0,154.0,8.0,40.0,1006.0,22.0,cv,1.79,0.0,0.0
45953,45954,2015,3,30,17,1,171.0,168.0,160.0,160.0,8.0,40.0,1006.0,22.0,SE,3.13,0.0,0.0
45954,45955,2015,3,30,18,1,177.0,172.0,169.0,173.0,9.0,46.0,1007.0,21.0,SE,6.26,0.0,0.0
45955,45956,2015,3,30,19,1,191.0,203.0,169.0,179.0,9.0,49.0,1007.0,20.0,SE,9.39,0.0,0.0
45956,45957,2015,3,30,20,1,198.0,209.0,188.0,188.0,9.0,52.0,1008.0,19.0,SE,12.52,0.0,0.0
45957,45958,2015,3,30,21,1,191.0,195.0,181.0,190.0,9.0,52.0,1009.0,19.0,SE,15.65,0.0,0.0
45958,45959,2015,3,30,22,1,184.0,185.0,165.0,169.0,9.0,55.0,1009.0,18.0,SE,18.78,0.0,0.0
45959,45960,2015,3,30,23,1,172.0,167.0,164.0,161.0,9.0,55.0,1009.0,18.0,SE,21.91,0.0,0.0
45960,45961,2015,3,31,0,1,164.0,178.0,165.0,165.0,9.0,59.0,1009.0,17.0,SE,25.04,0.0,0.0
45961,45962,2015,3,31,1,1,184.0,198.0,182.0,201.0,9.0,59.0,1009.0,17.0,SE,28.17,0.0,0.0
45962,45963,2015,3,31,2,1,201.0,189.0,192.0,178.0,9.0,63.0,1010.0,16.0,cv,0.89,0.0,0.0
45963,45964,2015,3,31,3,1,178.0,178.0,166.0,164.0,9.0,63.0,1009.0,16.0,SE,3.13,0.0,0.0
45964,45965,2015,3,31,4,1,153.0,163.0,151.0,154.0,10.0,76.0,1009.0,14.0,SE,6.26,0.0,0.0
45965,45966,2015,3,31,5,1,162.0,161.0,160.0,159.0,10.0,76.0,1010.0,14.0,SE,8.05,0.1,0.1
45966,45967,2015,3,31,6,1,167.0,167.0,157.0,159.0,10.0,81.0,1010.0,13.0,SE,9.84,0.0,0.0
45967,45968,2015,3,31,7,1,170.0,179.0,161.0,168.0,10.0,81.0,1011.0,13.0,cv,0.89,0.0,0.0
45968,45969,2015,3,31,8,1,168.0,165.0,165.0,164.0,9.0,76.0,1012.0,13.0,SE,1.79,2.0,2.0
45969,45970,2015,3,31,9,1,172.0,169.0,177.0,168.0,10.0,87.0,1014.0,12.0,SE,3.58,3.6,5.6
45970,45971,2015,3,31,10,1,161.0,159.0,169.0,160.0,10.0,93.0,1015.0,11.0,SE,5.37,0.6,6.2
45971,45972,2015,3,31,11,1,156.0,158.0,158.0,160.0,9.0,87.0,1016.0,11.0,SE,8.5,0.1,6.3
45972,45973,2015,3,31,12,1,150.0,139.0,139.0,149.0,9.0,87.0,1016.0,11.0,SE,10.29,0.2,6.5
45973,45974,2015,3,31,13,1,132.0,100.0,108.0,106.0,10.0,87.0,1016.0,12.0,SE,13.42,0.0,0.0
45974,45975,2015,3,31,14,1,114.0,104.0,103.0,103.0,10.0,87.0,1016.0,12.0,SE,16.55,0.0,0.0
45975,45976,2015,3,31,15,1,NA,NA,NA,94.0,9.0,87.0,1016.0,11.0,SE,20.57,0.0,0.0
45976,45977,2015,3,31,16,1,NA,NA,NA,80.0,9.0,81.0,1017.0,12.0,SE,24.59,0.0,0.0
45977,45978,2015,3,31,17,1,NA,NA,NA,76.0,7.0,76.0,1017.0,11.0,SE,28.61,0.0,0.0
45978,45979,2015,3,31,18,1,NA,NA,NA,69.0,5.0,66.0,1018.0,11.0,SE,31.74,0.0,0.0
45979,45980,2015,3,31,19,1,NA,NA,NA,69.0,5.0,66.0,1019.0,11.0,SE,34.87,0.0,0.0
45980,45981,2015,3,31,20,1,73.0,NA,74.0,72.0,5.0,66.0,1020.0,11.0,SE,38.0,0.0,0.0
45981,45982,2015,3,31,21,1,NA,NA,NA,66.0,2.0,50.0,1021.0,12.0,SE,39.79,0.0,0.0
45982,45983,2015,3,31,22,1,NA,NA,NA,70.0,5.0,75.0,1022.0,9.0,cv,0.89,0.0,0.0
45983,45984,2015,3,31,23,1,77.0,73.0,69.0,69.0,4.0,75.0,1022.0,8.0,cv,1.78,0.0,0.0
45984,45985,2015,4,1,0,1,72.0,80.0,71.0,72.0,5.0,87.0,1023.0,7.0,SE,0.89,0.0,0.0
45985,45986,2015,4,1,1,1,75.0,87.0,72.0,73.0,5.0,93.0,1023.0,6.0,NE,0.89,0.0,0.0
45986,45987,2015,4,1,2,1,74.0,91.0,79.0,85.0,5.0,87.0,1023.0,7.0,cv,0.45,0.0,0.0
45987,45988,2015,4,1,3,1,82.0,NA,85.0,85.0,5.0,93.0,1022.0,6.0,cv,1.34,0.0,0.0
45988,45989,2015,4,1,4,1,87.0,NA,84.0,80.0,5.0,93.0,1022.0,6.0,cv,2.23,0.0,0.0
45989,45990,2015,4,1,5,1,68.0,87.0,71.0,65.0,5.0,93.0,1023.0,6.0,NW,0.89,0.0,0.0
45990,45991,2015,4,1,6,1,54.0,89.0,74.0,61.0,4.0,93.0,1023.0,5.0,cv,0.45,0.0,0.0
45991,45992,2015,4,1,7,1,65.0,102.0,79.0,81.0,4.0,86.0,1024.0,6.0,SE,1.79,0.0,0.0
45992,45993,2015,4,1,8,1,85.0,99.0,100.0,84.0,4.0,70.0,1024.0,9.0,cv,0.89,0.0,0.0
45993,45994,2015,4,1,9,1,61.0,86.0,78.0,75.0,2.0,53.0,1024.0,11.0,cv,1.78,0.0,0.0
45994,45995,2015,4,1,10,1,NA,NA,NA,37.0,0.0,43.0,1024.0,12.0,SE,1.79,0.0,0.0
45995,45996,2015,4,1,11,1,31.0,34.0,26.0,27.0,-2.0,35.0,1023.0,13.0,cv,0.89,0.0,0.0
45996,45997,2015,4,1,12,1,29.0,34.0,23.0,30.0,-6.0,24.0,1022.0,14.0,SE,4.02,0.0,0.0
45997,45998,2015,4,1,13,1,35.0,34.0,33.0,28.0,-8.0,22.0,1021.0,13.0,SE,7.15,0.0,0.0
45998,45999,2015,4,1,14,1,36.0,35.0,30.0,30.0,-8.0,22.0,1020.0,13.0,SE,10.28,0.0,0.0
45999,46000,2015,4,1,15,1,40.0,40.0,36.0,37.0,-6.0,26.0,1019.0,13.0,SE,13.41,0.0,0.0
46000,46001,2015,4,1,16,1,36.0,43.0,38.0,32.0,-6.0,26.0,1017.0,13.0,SE,16.54,0.0,0.0
46001,46002,2015,4,1,17,1,42.0,37.0,44.0,39.0,-7.0,25.0,1017.0,12.0,SE,19.67,0.0,0.0
46002,46003,2015,4,1,18,1,38.0,58.0,34.0,41.0,-2.0,40.0,1016.0,11.0,SE,21.46,0.0,0.0
46003,46004,2015,4,1,19,1,39.0,61.0,36.0,43.0,-2.0,40.0,1015.0,11.0,cv,0.89,0.0,0.0
46004,46005,2015,4,1,20,1,54.0,49.0,49.0,44.0,-3.0,37.0,1016.0,11.0,NW,1.79,0.0,0.0
46005,46006,2015,4,1,21,1,52.0,46.0,45.0,44.0,-4.0,32.0,1015.0,12.0,NW,3.58,0.2,0.2
46006,46007,2015,4,1,22,1,53.0,44.0,44.0,52.0,-1.0,46.0,1014.0,10.0,NW,6.71,0.0,0.0
46007,46008,2015,4,1,23,1,46.0,42.0,46.0,48.0,0.0,49.0,1014.0,10.0,NW,10.73,0.4,0.4
46008,46009,2015,4,2,0,1,42.0,44.0,44.0,40.0,4.0,81.0,1012.0,7.0,NW,15.65,3.3,3.7
46009,46010,2015,4,2,1,1,50.0,54.0,51.0,46.0,4.0,86.0,1012.0,6.0,NW,19.67,4.5,8.2
46010,46011,2015,4,2,2,1,45.0,44.0,49.0,37.0,4.0,86.0,1010.0,6.0,NW,22.8,1.9,10.1
46011,46012,2015,4,2,3,1,48.0,42.0,45.0,42.0,4.0,86.0,1009.0,6.0,NW,25.93,1.7,11.8
46012,46013,2015,4,2,4,1,48.0,48.0,42.0,47.0,5.0,100.0,1008.0,5.0,NW,27.72,1.1,12.9
46013,46014,2015,4,2,5,1,51.0,50.0,49.0,49.0,3.0,86.0,1007.0,5.0,cv,0.45,0.2,13.1
46014,46015,2015,4,2,6,1,50.0,55.0,48.0,51.0,4.0,93.0,1006.0,5.0,NW,1.79,0.1,13.2
46015,46016,2015,4,2,7,1,62.0,66.0,63.0,58.0,4.0,93.0,1005.0,5.0,NW,5.81,0.0,0.0
46016,46017,2015,4,2,8,1,56.0,61.0,60.0,55.0,4.0,93.0,1004.0,5.0,NW,10.73,0.0,0.0
46017,46018,2015,4,2,9,1,55.0,51.0,59.0,54.0,3.0,81.0,1003.0,6.0,NW,14.75,0.4,0.4
46018,46019,2015,4,2,10,1,49.0,49.0,52.0,48.0,4.0,86.0,1002.0,6.0,NW,19.67,0.0,0.0
46019,46020,2015,4,2,11,1,42.0,39.0,48.0,42.0,5.0,81.0,1001.0,8.0,NW,24.59,0.0,0.0
46020,46021,2015,4,2,12,1,25.0,37.0,41.0,29.0,5.0,81.0,1000.0,8.0,NW,29.51,0.0,0.0
46021,46022,2015,4,2,13,1,31.0,26.0,33.0,31.0,6.0,76.0,999.0,10.0,NW,33.53,0.0,0.0
46022,46023,2015,4,2,14,1,36.0,32.0,29.0,35.0,6.0,66.0,998.0,12.0,NW,37.55,0.0,0.0
46023,46024,2015,4,2,15,1,36.0,37.0,40.0,36.0,5.0,62.0,997.0,12.0,NE,1.79,0.0,0.0
46024,46025,2015,4,2,16,1,38.0,39.0,42.0,39.0,6.0,62.0,997.0,13.0,NE,4.92,0.0,0.0
46025,46026,2015,4,2,17,1,42.0,39.0,39.0,34.0,5.0,58.0,998.0,13.0,NW,3.13,0.0,0.0
46026,46027,2015,4,2,18,1,22.0,22.0,21.0,17.0,5.0,62.0,999.0,12.0,SE,1.79,0.0,0.0
46027,46028,2015,4,2,19,1,18.0,20.0,20.0,17.0,5.0,62.0,999.0,12.0,cv,0.89,0.0,0.0
46028,46029,2015,4,2,20,1,17.0,16.0,17.0,18.0,5.0,58.0,1001.0,13.0,NW,1.79,0.0,0.0
46029,46030,2015,4,2,21,1,13.0,11.0,13.0,12.0,5.0,62.0,1002.0,12.0,NW,4.92,0.0,0.0
46030,46031,2015,4,2,22,1,13.0,16.0,17.0,12.0,2.0,44.0,1003.0,14.0,NW,10.73,0.0,0.0
46031,46032,2015,4,2,23,1,12.0,11.0,13.0,11.0,4.0,66.0,1004.0,10.0,SE,3.13,0.0,0.0
46032,46033,2015,4,3,0,1,14.0,21.0,14.0,15.0,4.0,70.0,1005.0,9.0,cv,1.79,0.0,0.0
46033,46034,2015,4,3,1,1,18.0,27.0,21.0,20.0,4.0,61.0,1006.0,11.0,NE,3.13,0.0,0.0
46034,46035,2015,4,3,2,1,18.0,26.0,23.0,21.0,4.0,66.0,1007.0,10.0,NE,6.26,0.0,0.0
46035,46036,2015,4,3,3,1,25.0,26.0,20.0,27.0,3.0,75.0,1008.0,7.0,NW,3.13,0.0,0.0
46036,46037,2015,4,3,4,1,19.0,25.0,21.0,19.0,2.0,75.0,1008.0,6.0,NW,7.15,0.0,0.0
46037,46038,2015,4,3,5,1,20.0,27.0,23.0,18.0,1.0,65.0,1010.0,7.0,NW,10.28,0.0,0.0
46038,46039,2015,4,3,6,1,19.0,24.0,18.0,19.0,1.0,65.0,1011.0,7.0,NW,13.41,0.0,0.0
46039,46040,2015,4,3,7,1,19.0,20.0,22.0,18.0,2.0,61.0,1012.0,9.0,NW,16.54,0.0,0.0
46040,46041,2015,4,3,8,1,17.0,26.0,18.0,20.0,0.0,46.0,1013.0,11.0,NE,3.13,0.0,0.0
46041,46042,2015,4,3,9,1,12.0,25.0,21.0,18.0,2.0,47.0,1013.0,13.0,NE,6.26,0.0,0.0
46042,46043,2015,4,3,10,1,13.0,21.0,14.0,21.0,0.0,38.0,1014.0,14.0,cv,1.79,0.0,0.0
46043,46044,2015,4,3,11,1,16.0,16.0,6.0,14.0,0.0,35.0,1013.0,15.0,NE,4.02,0.0,0.0
46044,46045,2015,4,3,12,1,23.0,33.0,14.0,23.0,1.0,36.0,1013.0,16.0,cv,1.79,0.0,0.0
46045,46046,2015,4,3,13,1,37.0,45.0,41.0,38.0,2.0,38.0,1013.0,16.0,SE,4.02,0.0,0.0
46046,46047,2015,4,3,14,1,38.0,30.0,40.0,30.0,0.0,33.0,1012.0,16.0,SE,9.83,0.0,0.0
46047,46048,2015,4,3,15,1,40.0,33.0,33.0,42.0,0.0,33.0,1012.0,16.0,SE,14.75,0.0,0.0
46048,46049,2015,4,3,16,1,48.0,43.0,46.0,44.0,1.0,36.0,1012.0,16.0,SE,19.67,0.0,0.0
46049,46050,2015,4,3,17,1,61.0,62.0,55.0,54.0,2.0,38.0,1012.0,16.0,SE,22.8,0.0,0.0
46050,46051,2015,4,3,18,1,81.0,70.0,69.0,70.0,2.0,44.0,1012.0,14.0,SE,26.82,0.0,0.0
46051,46052,2015,4,3,19,1,69.0,67.0,70.0,62.0,3.0,50.0,1013.0,13.0,SE,30.84,0.0,0.0
46052,46053,2015,4,3,20,1,53.0,53.0,55.0,56.0,3.0,54.0,1013.0,12.0,SE,34.86,0.0,0.0
46053,46054,2015,4,3,21,1,37.0,41.0,41.0,33.0,3.0,57.0,1014.0,11.0,SE,38.88,0.0,0.0
46054,46055,2015,4,3,22,1,34.0,29.0,31.0,32.0,2.0,53.0,1014.0,11.0,SE,43.8,0.0,0.0
46055,46056,2015,4,3,23,1,39.0,37.0,35.0,34.0,2.0,57.0,1014.0,10.0,SE,48.72,0.0,0.0
46056,46057,2015,4,4,0,1,36.0,38.0,38.0,34.0,2.0,61.0,1014.0,9.0,SE,51.85,0.0,0.0
46057,46058,2015,4,4,1,1,41.0,47.0,42.0,40.0,3.0,66.0,1014.0,9.0,SE,55.87,0.0,0.0
46058,46059,2015,4,4,2,1,38.0,41.0,40.0,34.0,3.0,66.0,1013.0,9.0,SE,59.0,0.0,0.0
46059,46060,2015,4,4,3,1,34.0,36.0,35.0,37.0,2.0,65.0,1012.0,8.0,SE,62.13,0.0,0.0
46060,46061,2015,4,4,4,1,36.0,40.0,38.0,31.0,2.0,65.0,1012.0,8.0,SE,63.92,0.0,0.0
46061,46062,2015,4,4,5,1,42.0,40.0,39.0,36.0,2.0,61.0,1011.0,9.0,SE,67.94,0.0,0.0
46062,46063,2015,4,4,6,1,41.0,38.0,34.0,44.0,3.0,66.0,1012.0,9.0,cv,0.89,0.0,0.0
46063,46064,2015,4,4,7,1,47.0,54.0,45.0,39.0,3.0,66.0,1013.0,9.0,SE,0.89,0.0,0.0
46064,46065,2015,4,4,8,1,53.0,NA,51.0,56.0,3.0,61.0,1013.0,10.0,SE,2.68,0.0,0.0
46065,46066,2015,4,4,9,1,79.0,76.0,72.0,71.0,1.0,46.0,1012.0,12.0,SE,5.81,0.0,0.0
46066,46067,2015,4,4,10,1,86.0,85.0,81.0,72.0,2.0,50.0,1013.0,12.0,SE,8.94,0.0,0.0
46067,46068,2015,4,4,11,1,85.0,77.0,85.0,77.0,2.0,44.0,1012.0,14.0,SE,12.96,0.0,0.0
46068,46069,2015,4,4,12,1,82.0,85.0,87.0,76.0,1.0,38.0,1011.0,15.0,cv,3.13,0.0,0.0
46069,46070,2015,4,4,13,1,81.0,86.0,75.0,69.0,1.0,36.0,1012.0,16.0,SE,4.02,0.0,0.0
46070,46071,2015,4,4,14,1,77.0,84.0,85.0,74.0,2.0,36.0,1011.0,17.0,SE,8.04,0.0,0.0
46071,46072,2015,4,4,15,1,75.0,81.0,78.0,73.0,2.0,36.0,1011.0,17.0,cv,1.79,0.0,0.0
46072,46073,2015,4,4,16,1,79.0,71.0,70.0,78.0,2.0,36.0,1011.0,17.0,cv,2.68,0.0,0.0
46073,46074,2015,4,4,17,1,85.0,88.0,78.0,78.0,2.0,36.0,1010.0,17.0,SE,1.79,0.0,0.0
46074,46075,2015,4,4,18,1,92.0,99.0,88.0,87.0,3.0,41.0,1010.0,16.0,SE,3.58,0.0,0.0
46075,46076,2015,4,4,19,1,98.0,92.0,99.0,93.0,3.0,44.0,1011.0,15.0,SE,6.71,0.0,0.0
46076,46077,2015,4,4,20,1,104.0,103.0,104.0,96.0,4.0,50.0,1013.0,14.0,SE,10.73,0.0,0.0
46077,46078,2015,4,4,21,1,110.0,106.0,103.0,86.0,4.0,50.0,1014.0,14.0,SE,15.65,0.0,0.0
46078,46079,2015,4,4,22,1,112.0,109.0,107.0,103.0,4.0,50.0,1014.0,14.0,SE,18.78,0.0,0.0
46079,46080,2015,4,4,23,1,123.0,120.0,118.0,112.0,4.0,54.0,1015.0,13.0,SE,20.57,0.0,0.0
46080,46081,2015,4,5,0,1,127.0,129.0,127.0,121.0,5.0,62.0,1015.0,12.0,SE,22.36,0.0,0.0
46081,46082,2015,4,5,1,1,139.0,139.0,130.0,131.0,5.0,66.0,1014.0,11.0,NE,1.79,0.0,0.0
46082,46083,2015,4,5,2,1,142.0,146.0,134.0,133.0,6.0,71.0,1014.0,11.0,SE,0.89,0.0,0.0
46083,46084,2015,4,5,3,1,138.0,148.0,143.0,137.0,6.0,81.0,1014.0,9.0,NE,0.89,0.0,0.0
46084,46085,2015,4,5,4,1,120.0,155.0,135.0,134.0,6.0,76.0,1014.0,10.0,NE,1.78,0.0,0.0
46085,46086,2015,4,5,5,1,135.0,155.0,141.0,147.0,6.0,76.0,1014.0,10.0,NW,0.89,0.0,0.0
46086,46087,2015,4,5,6,1,113.0,162.0,145.0,141.0,6.0,76.0,1015.0,10.0,NW,2.68,0.0,0.0
46087,46088,2015,4,5,7,1,37.0,101.0,71.0,51.0,5.0,66.0,1015.0,11.0,NW,5.81,0.0,0.0
46088,46089,2015,4,5,8,1,21.0,27.0,17.0,21.0,-1.0,33.0,1016.0,15.0,NW,8.94,0.0,0.0
46089,46090,2015,4,5,9,1,21.0,28.0,22.0,26.0,-7.0,21.0,1016.0,15.0,NW,14.75,0.0,0.0
46090,46091,2015,4,5,10,1,26.0,32.0,26.0,27.0,-10.0,14.0,1017.0,17.0,NW,25.93,0.0,0.0
46091,46092,2015,4,5,11,1,28.0,25.0,31.0,18.0,-10.0,14.0,1017.0,17.0,NW,35.76,0.0,0.0
46092,46093,2015,4,5,12,1,20.0,27.0,26.0,24.0,-9.0,15.0,1017.0,18.0,NW,43.81,0.0,0.0
46093,46094,2015,4,5,13,1,21.0,27.0,19.0,21.0,-8.0,17.0,1017.0,17.0,NW,54.99,0.0,0.0
46094,46095,2015,4,5,14,1,21.0,24.0,23.0,20.0,-7.0,18.0,1017.0,17.0,NW,64.82,0.0,0.0
46095,46096,2015,4,5,15,1,26.0,21.0,29.0,24.0,-8.0,17.0,1017.0,17.0,NW,76.0,0.0,0.0
46096,46097,2015,4,5,16,1,22.0,22.0,23.0,19.0,-8.0,17.0,1018.0,17.0,NW,84.94,0.0,0.0
46097,46098,2015,4,5,17,1,15.0,19.0,19.0,19.0,-8.0,19.0,1019.0,15.0,NW,94.77,0.0,0.0
46098,46099,2015,4,5,18,1,20.0,24.0,15.0,24.0,-9.0,20.0,1020.0,13.0,NW,103.71,0.0,0.0
46099,46100,2015,4,5,19,1,24.0,22.0,20.0,17.0,-9.0,23.0,1022.0,11.0,NW,111.76,0.0,0.0
46100,46101,2015,4,5,20,1,25.0,22.0,15.0,25.0,-9.0,25.0,1023.0,10.0,NW,118.91,0.0,0.0
46101,46102,2015,4,5,21,1,26.0,30.0,27.0,28.0,-10.0,24.0,1025.0,9.0,NW,126.06,0.0,0.0
46102,46103,2015,4,5,22,1,27.0,25.0,29.0,26.0,-10.0,26.0,1026.0,8.0,NW,134.11,0.0,0.0
46103,46104,2015,4,5,23,1,24.0,25.0,20.0,20.0,-11.0,24.0,1027.0,8.0,NW,141.26,0.0,0.0
46104,46105,2015,4,6,0,1,20.0,20.0,19.0,21.0,-10.0,28.0,1028.0,7.0,NW,147.07,0.0,0.0
46105,46106,2015,4,6,1,1,21.0,24.0,20.0,20.0,-11.0,28.0,1028.0,6.0,NW,151.99,0.0,0.0
46106,46107,2015,4,6,2,1,16.0,20.0,14.0,21.0,-12.0,26.0,1028.0,6.0,NE,7.15,0.0,0.0
46107,46108,2015,4,6,3,1,20.0,22.0,17.0,14.0,-12.0,27.0,1028.0,5.0,NW,7.15,NA,NA
46108,46109,2015,4,6,4,1,15.0,23.0,14.0,16.0,-11.0,30.0,1029.0,5.0,NE,4.92,NA,NA
46109,46110,2015,4,6,5,1,18.0,21.0,18.0,15.0,-11.0,32.0,1030.0,4.0,NE,9.84,NA,NA
46110,46111,2015,4,6,6,1,18.0,16.0,17.0,17.0,-12.0,30.0,1031.0,4.0,NE,14.76,NA,NA
46111,46112,2015,4,6,7,1,16.0,18.0,22.0,14.0,-12.0,30.0,1032.0,4.0,NE,20.57,NA,NA
46112,46113,2015,4,6,8,1,16.0,20.0,14.0,17.0,-12.0,27.0,1033.0,5.0,NE,26.38,NA,NA
46113,46114,2015,4,6,9,1,15.0,18.0,20.0,22.0,-13.0,24.0,1033.0,6.0,NE,32.19,NA,NA
46114,46115,2015,4,6,10,1,18.0,18.0,15.0,20.0,-13.0,22.0,1033.0,7.0,NE,37.11,0.0,0.0
46115,46116,2015,4,6,11,1,17.0,17.0,12.0,16.0,-12.0,22.0,1033.0,8.0,NE,40.24,0.0,0.0
46116,46117,2015,4,6,12,1,20.0,20.0,3.0,13.0,-13.0,20.0,1032.0,8.0,NW,3.13,0.0,0.0
46117,46118,2015,4,6,13,1,18.0,21.0,18.0,NA,-11.0,21.0,1031.0,10.0,NE,1.79,0.0,0.0
46118,46119,2015,4,6,14,1,20.0,16.0,20.0,NA,-13.0,18.0,1030.0,10.0,cv,1.79,0.0,0.0
46119,46120,2015,4,6,15,1,19.0,17.0,15.0,NA,-12.0,19.0,1029.0,10.0,NE,1.79,0.0,0.0
46120,46121,2015,4,6,16,1,20.0,17.0,28.0,NA,-13.0,16.0,1028.0,12.0,cv,0.89,0.0,0.0
46121,46122,2015,4,6,17,1,27.0,23.0,37.0,NA,-13.0,17.0,1027.0,11.0,NE,1.79,0.0,0.0
46122,46123,2015,4,6,18,1,33.0,35.0,24.0,NA,-12.0,19.0,1028.0,10.0,SE,3.13,0.0,0.0
46123,46124,2015,4,6,19,1,36.0,36.0,33.0,NA,-12.0,22.0,1028.0,8.0,SE,7.15,0.0,0.0
46124,46125,2015,4,6,20,1,38.0,36.0,34.0,NA,-12.0,22.0,1029.0,8.0,SE,11.17,0.0,0.0
46125,46126,2015,4,6,21,1,42.0,37.0,35.0,37.0,-11.0,24.0,1030.0,8.0,SE,12.96,0.0,0.0
46126,46127,2015,4,6,22,1,44.0,44.0,42.0,44.0,-9.0,28.0,1031.0,8.0,SE,14.75,0.0,0.0
46127,46128,2015,4,6,23,1,47.0,47.0,45.0,40.0,-6.0,41.0,1031.0,6.0,cv,0.89,0.0,0.0
46128,46129,2015,4,7,0,1,52.0,59.0,51.0,48.0,-7.0,41.0,1032.0,5.0,NE,3.13,0.0,0.0
46129,46130,2015,4,7,1,1,52.0,57.0,52.0,49.0,-8.0,38.0,1033.0,5.0,NE,4.92,0.0,0.0
46130,46131,2015,4,7,2,1,14.0,11.0,16.0,12.0,-13.0,24.0,1033.0,6.0,NE,8.94,0.0,0.0
46131,46132,2015,4,7,3,1,9.0,13.0,8.0,10.0,-13.0,25.0,1033.0,5.0,NE,12.07,0.0,0.0
46132,46133,2015,4,7,4,1,10.0,10.0,13.0,16.0,-12.0,30.0,1033.0,4.0,NE,15.2,0.0,0.0
46133,46134,2015,4,7,5,1,10.0,13.0,10.0,9.0,-11.0,43.0,1033.0,0.0,NW,3.13,0.0,0.0
46134,46135,2015,4,7,6,1,9.0,24.0,7.0,10.0,-11.0,40.0,1034.0,1.0,NW,4.92,0.0,0.0
46135,46136,2015,4,7,7,1,12.0,26.0,14.0,15.0,-10.0,32.0,1034.0,5.0,cv,0.89,0.0,0.0
46136,46137,2015,4,7,8,1,14.0,21.0,18.0,13.0,-13.0,20.0,1035.0,8.0,cv,1.78,0.0,0.0
46137,46138,2015,4,7,9,1,12.0,13.0,19.0,11.0,-14.0,18.0,1034.0,9.0,NW,3.13,0.0,0.0
46138,46139,2015,4,7,10,1,8.0,8.0,16.0,10.0,-14.0,16.0,1034.0,10.0,NW,6.26,0.0,0.0
46139,46140,2015,4,7,11,1,9.0,16.0,11.0,12.0,-13.0,17.0,1033.0,11.0,cv,0.89,0.0,0.0
46140,46141,2015,4,7,12,1,12.0,6.0,13.0,12.0,-15.0,13.0,1032.0,12.0,cv,4.02,0.0,0.0
46141,46142,2015,4,7,13,1,13.0,20.0,30.0,11.0,-15.0,13.0,1031.0,12.0,cv,5.81,0.0,0.0
46142,46143,2015,4,7,14,1,16.0,19.0,29.0,12.0,-16.0,11.0,1029.0,14.0,cv,10.73,0.0,0.0
46143,46144,2015,4,7,15,1,18.0,25.0,30.0,16.0,-17.0,10.0,1028.0,13.0,SE,5.81,0.0,0.0
46144,46145,2015,4,7,16,1,25.0,NA,33.0,19.0,-15.0,12.0,1027.0,13.0,SE,10.73,0.0,0.0
46145,46146,2015,4,7,17,1,26.0,31.0,18.0,22.0,-13.0,15.0,1026.0,13.0,SE,16.54,0.0,0.0
46146,46147,2015,4,7,18,1,26.0,25.0,31.0,28.0,-12.0,17.0,1026.0,12.0,SE,22.35,0.0,0.0
46147,46148,2015,4,7,19,1,38.0,34.0,36.0,36.0,-11.0,21.0,1027.0,10.0,SE,27.27,0.0,0.0
46148,46149,2015,4,7,20,1,58.0,50.0,46.0,55.0,-10.0,23.0,1027.0,10.0,SE,32.19,NA,NA
46149,46150,2015,4,7,21,1,64.0,66.0,63.0,61.0,-9.0,25.0,1028.0,10.0,SE,37.11,0.0,0.0
46150,46151,2015,4,7,22,1,69.0,67.0,67.0,63.0,-7.0,31.0,1028.0,9.0,SE,41.13,0.0,0.0
46151,46152,2015,4,7,23,1,72.0,71.0,75.0,68.0,-7.0,31.0,1028.0,9.0,SE,46.05,0.0,0.0
46152,46153,2015,4,8,0,1,76.0,77.0,76.0,72.0,-6.0,34.0,1028.0,9.0,SE,50.97,0.0,0.0
46153,46154,2015,4,8,1,1,78.0,77.0,74.0,78.0,-5.0,39.0,1027.0,8.0,SE,52.76,0.0,0.0
46154,46155,2015,4,8,2,1,90.0,92.0,89.0,86.0,-5.0,45.0,1027.0,6.0,SE,55.89,0.0,0.0
46155,46156,2015,4,8,3,1,94.0,97.0,96.0,88.0,-4.0,55.0,1027.0,4.0,cv,0.89,0.0,0.0
46156,46157,2015,4,8,4,1,98.0,100.0,100.0,95.0,-4.0,55.0,1026.0,4.0,cv,1.78,0.0,0.0
46157,46158,2015,4,8,5,1,99.0,99.0,100.0,84.0,-4.0,59.0,1026.0,3.0,NE,1.79,0.0,0.0
46158,46159,2015,4,8,6,1,82.0,107.0,91.0,93.0,-3.0,64.0,1026.0,3.0,cv,0.89,0.0,0.0
46159,46160,2015,4,8,7,1,88.0,114.0,95.0,98.0,-1.0,69.0,1026.0,4.0,NE,0.89,0.0,0.0
